country,year,lifeExp,pop,gdpPercap,iso_alpha,continent_Africa,continent_Americas,continent_Asia,continent_Europe,continent_Oceania
0,0.0,0.088163514338011,0.18709115206165325,0.025333721947431536,0,0,0,1,0,0
0,0.09090909090908639,0.11411090773506888,0.2053321391644374,0.02728254530341836,0,0,0,1,0,0
0,0.18181818181817988,0.14232933360450145,0.22828205054823272,0.028800258429780134,0,0,0,1,0,0
0,0.2727272727272734,0.17661514473595025,0.25670545906802067,0.028004704377983632,0,0,0,1,0,0
0,0.36363636363635976,0.21166361602603218,0.29118110607313613,0.023476368276639435,0,0,0,1,0,0
0,0.45454545454545325,0.25149142431021637,0.3314586591478003,0.025647548556260353,0,0,0,1,0,0
0,0.5454545454545396,0.2754897973018779,0.2867607808713001,0.03467908910447187,0,0,0,1,0,0
0,0.6363636363636331,0.2918954647142568,0.30881590986516677,0.02876708917909992,0,0,0,1,0,0
0,0.7272727272727266,0.30633516371771413,0.36360956721267546,0.019210477619051168,0,0,0,1,0,0
0,0.818181818181813,0.3078435360314555,0.49577591305823016,0.018551575937180587,0,0,0,1,0,0
0,0.9090909090909065,0.31404650532167316,0.563787918155938,0.022852905660448165,0,0,0,1,0,0
0,1.0,0.3428411633109621,0.7118787425159535,0.034517606912563725,0,0,0,1,0,0
1,0.0,0.6298894990170159,0.027345478434620277,0.06400222501754473,2,0,0,0,1,0
1,0.09090909090908639,0.6047217137821166,0.03168001116375669,0.08006187247656607,2,0,0,0,1,0
1,0.18181818181817988,0.6986136533116398,0.03730778266801892,0.09750410807777696,2,0,0,0,1,0
1,0.2727272727272734,0.7223408582468986,0.04303152275944331,0.11855632559319171,2,0,0,0,1,0
1,0.36363636363635976,0.74725442342892,0.04928243031020104,0.14459346141099041,2,0,0,0,1,0
1,0.45454545454545325,0.7682699478001493,0.05477292491210919,0.15492791206464182,2,0,0,0,1,0
1,0.5454545454545396,0.7935224730526744,0.06083495930542472,0.15953441152433143,2,0,0,0,1,0
1,0.6363636363636331,0.8203003186224664,0.06743766967045903,0.1646197992615503,2,0,0,0,1,0
1,0.7272727272727266,0.8131991051454139,0.07305526506025871,0.10618976700806362,2,0,0,0,1,0
1,0.818181818181813,0.8364009219713919,0.07532621596691123,0.1389284504719322,2,0,0,0,1,0
1,0.9090909090909065,0.8821774794929158,0.07712602395649125,0.20534351281276167,2,0,0,0,1,0
1,1.0,0.8952613382143584,0.07918385795168531,0.2680715921140492,2,0,0,0,1,0
2,0.0,0.33011321266354826,0.2061952302264684,0.10391045839524407,35,1,0,0,0,0
2,0.09090909090908639,0.3743136058572301,0.2283664340204683,0.1305002500661151,35,1,0,0,0,0
2,0.18181818181817988,0.4186834790861637,0.24469500492198248,0.1087020090079592,35,1,0,0,0,0
2,0.2727272727272734,0.47129008202833705,0.28404751564437114,0.14146696317545884,35,1,0,0,0,0
2,0.36363636363635976,0.5240153209951868,0.32878413025108927,0.1855036706584754,35,1,0,0,0,0
2,0.45454545454545325,0.5832655413192327,0.38228179791780426,0.21975482460107112,35,1,0,0,0,0
2,0.5454545454545396,0.6401091451427023,0.44671447217001686,0.25904140540684917,35,1,0,0,0,0
2,0.6363636363636331,0.7152057487627959,0.5187569566427549,0.2560386270081382,35,1,0,0,0,0
2,0.7272727272727266,0.7481696156192801,0.5868232418059585,0.22506366768991784,35,1,0,0,0,0
2,0.818181818181813,0.7720324045827403,0.6488559856963417,0.2144308355753388,35,1,0,0,0,0
2,0.9090909090909065,0.8032506270761306,0.6983974931712331,0.23752740008233053,35,1,0,0,0,0
2,1.0,0.825401667683547,0.7441581156390108,0.28154787453824726,35,1,0,0,0,0
3,0.0,0.10873839061758533,0.09330902050847421,0.15434461474449523,1,1,0,0,0,0
3,0.09090909090908639,0.14236322961155173,0.10067308315600079,0.16880888196433794,1,1,0,0,0,0
3,0.18181818181817988,0.17627618466544642,0.1065920928196724,0.18958004604293427,1,1,0,0,0,0
3,0.2727272727272734,0.20991797166293819,0.1160179480827444,0.2485750752449033,1,1,0,0,0,0
3,0.36363636363635976,0.24284794251237202,0.13049685921635548,0.24624594186787913,1,1,0,0,0,0
3,0.45454545454545325,0.2692020879940343,0.13648660964935685,0.13024946026451362,1,1,0,0,0,0
3,0.5454545454545396,0.2769812216120942,0.15557988547728097,0.11840368401725712,1,1,0,0,0,0
3,0.6363636363636331,0.27637109348518746,0.1747656856690107,0.10302565628886534,1,1,0,0,0,0
3,0.7272727272727266,0.2889295640973493,0.19403897808003162,0.11232731250285681,1,1,0,0,0,0
3,0.818181818181813,0.29428513321130784,0.21951361700961464,0.09582165152651592,1,1,0,0,0,0
3,0.9090909090909065,0.29496305335231515,0.24167925189701853,0.11917241465219816,1,1,0,0,0,0
3,1.0,0.3242492034438344,0.2764428717588806,0.21442783362875378,1,1,0,0,0,0
4,0.0,0.6590400650803336,0.39847752020413707,0.2668613595414895,3,0,1,0,0,0
4,0.09090909090908639,0.6914785438275373,0.4372492319892118,0.3113625518979364,3,0,1,0,0,0
4,0.18181818181817988,0.7040709104467493,0.474671501536206,0.32436686792611313,3,0,1,0,0,0
4,0.2727272727272734,0.7124093281811403,0.5115837800104763,0.36765595982375826,3,0,1,0,0,0
4,0.36363636363635976,0.7366619212256797,0.5528602025887146,0.43307930164352315,3,0,1,0,0,0
4,0.45454545454545325,0.7606602942173413,0.6021535023310669,0.46301161456111145,3,0,1,0,0,0
4,0.5454545454545396,0.785421327367636,0.654880223093082,0.41212906573752905,3,0,1,0,0,0
4,0.6363636363636331,0.79952206630059,0.7058624223599159,0.41880155266373326,3,0,1,0,0,0
4,0.7272727272727266,0.8180631821571418,0.7581526437242048,0.4267435199910975,3,0,1,0,0,0
4,0.818181818181813,0.8419090231170769,0.8083514387330297,0.5048166862764785,3,0,1,0,0,0
4,0.9090909090909065,0.8599586468713987,0.8559366944366587,0.4027041330790846,3,0,1,0,0,0
4,1.0,0.8765676903260795,0.9000139415563773,0.590101718137649,3,0,1,0,0,0
5,0.0,0.7714900684699344,0.19303755895657018,0.4611558191266937,4,0,0,0,0,1
5,0.09090909090908639,0.7919971527354077,0.21588029684475118,0.5039868323493496,4,0,0,0,0,1
5,0.18181818181817988,0.8021659548505189,0.24008824435715792,0.5636444150806899,4,0,0,0,0,1
5,0.2727272727272734,0.8050471154498,0.264182062831977,0.15481901276243215,4,0,0,0,0,1
5,0.36363636363635976,0.8191139583757034,0.2933625966328651,0.7787940840242767,4,0,0,0,0,1
5,0.45454545454545325,0.8455528438749915,0.31342631593912845,0.8515350953999696,4,0,0,0,0,1
5,0.5454545454545396,0.8667378482814725,0.338253798719067,0.9053206825422226,4,0,0,0,0,1
5,0.6363636363636331,0.8935156938512643,0.36225263267054014,0.9999999999999999,4,0,0,0,0,1
5,0.7272727272727266,0.9145312182224936,0.38964378061226485,0.9999999999999999,4,0,0,0,0,1
5,0.818181818181813,0.9360551826994781,0.41387111865486725,0.9999999999999999,4,0,0,0,0,1
5,0.9090909090909065,0.9621551081282627,0.4358235471704658,0.9999999999999999,4,0,0,0,0,1
5,1.0,0.9768151311775475,0.45566996729405196,0.9999999999999999,4,0,0,0,0,1
6,0.0,0.7321707002915057,0.15359807041188514,0.2774866539858187,5,0,0,0,1,0
6,0.09090909090908639,0.7436953426886315,0.1544499118352905,0.4048200156708684,5,0,0,0,1,0
6,0.18181818181817988,0.7786082299505119,0.15811787551950007,0.4946244111904251,5,0,0,0,1,0
6,0.2727272727272734,0.7887770320656227,0.16364504886364686,0.5927007363208584,5,0,0,0,1,0
6,0.36363636363635976,0.7970815537929632,0.16738455846030847,0.7728167407430255,5,0,0,0,1,0
6,0.45454545454545325,0.8231814792217478,0.16792644214671074,0.9181415989962897,5,0,0,0,1,0
6,0.5454545454545396,0.8402989627821844,0.1680647254779677,0.9999999999999999,5,0,0,0,1,0
6,0.6363636363636331,0.8701274489865094,0.16816067170004312,0.9999999999999999,5,0,0,0,1,0
6,0.7272727272727266,0.8887702528642127,0.1756768169373396,0.9999999999999999,5,0,0,0,1,0
6,0.818181818181813,0.9136838180462343,0.17914132542755848,0.9999999999999999,5,0,0,0,1,0
6,0.9090909090909065,0.9385973832282559,0.18089555337038096,0.9999999999999999,5,0,0,0,1,0
6,1.0,0.9529862382211376,0.18204670674950557,0.9999999999999999,5,0,0,0,1,0
7,0.0,0.46335841637855074,0.0013516563816668476,0.45303672292566416,12,0,0,1,0,0
7,0.09090909090908639,0.5123889905769101,0.001758879880862525,0.5362799658788326,12,0,0,1,0,0
7,0.18181818181817988,0.5647752694732562,0.0025015796810212492,0.5888731292340232,12,0,0,1,0,0
7,0.2727272727272734,0.6156192800488103,0.0031796667456144906,0.6854206317389944,12,0,0,1,0,0
7,0.36363636363635976,0.6728526879533592,0.0038197107976785227,0.8484505453957405,12,0,0,1,0,0
7,0.45454545454545325,0.7117144600366079,0.00530944922482176,0.8988772412130593,12,0,0,1,0,0
7,0.5454545454545396,0.7703376042302219,0.007111113516600439,0.8928080863906744,12,0,0,1,0,0
7,0.6363636363636331,0.7991153142159855,0.008825285589087954,0.8604691409838178,12,0,0,1,0,0
7,0.7272727272727266,0.8304860687411024,0.010499960918408754,0.8845451022831751,12,0,0,1,0,0
7,0.818181818181813,0.852925225408447,0.01204471745890993,0.9436784056611366,12,0,0,1,0,0
7,0.9090909090909065,0.8676699884753578,0.013338224615076517,0.9999999999999999,12,0,0,1,0,0
7,1.0,0.8819063114365129,0.01450514538034638,0.9999999999999999,12,0,0,1,0,0
8,0.0,0.2353230289471901,1.0,0.02085315086660512,10,0,0,1,0,0
8,0.09090909090908639,0.26691410751813444,1.0,0.01978918266782779,10,0,0,1,0,0
8,0.18181818181817988,0.29857297810317956,1.0,0.02095186260203703,10,0,0,1,0,0
8,0.2727272727272734,0.3364856619890178,1.0,0.022591794638991167,10,0,0,1,0,0
8,0.36363636363635976,0.3669751203308252,1.0,0.01831118467730288,10,0,0,1,0,0
8,0.45454545454545325,0.39529523422140883,1.0,0.01970633896206138,10,0,0,1,0,0
8,0.5454545454545396,0.44759677310012885,1.0,0.020511355828725254,10,0,0,1,0,0
8,0.6363636363636331,0.495220663005898,1.0,0.024041059246266084,10,0,0,1,0,0
8,0.7272727272727266,0.5494373262829639,1.0,0.028080620253320022,10,0,0,1,0,0
8,0.818181818181813,0.6069588502474408,1.0,0.034432406337041574,10,0,0,1,0,0
8,0.9090909090909065,0.6510406074164463,1.0,0.042133078690779466,10,0,0,1,0,0
8,1.0,0.6857670666395499,1.0,0.05412803352592141,10,0,0,1,0,0
9,0.0,0.7525083045217273,0.19391411380081316,0.38131175318487437,7,0,0,0,1,0
9,0.09090909090908639,0.7735238288929565,0.19970009592860957,0.44587711317122364,7,1,0,0,0,0
9,0.18181818181817988,0.7906413124533931,0.20482816430004397,0.5059426896891986,7,1,0,0,0,0
9,0.2727272727272734,0.8023354348857705,0.21238980012375105,0.6074995644257262,7,1,0,0,0,0
9,0.36363636363635976,0.8108094366483629,0.2158027123588818,0.7733117607183088,7,1,0,0,0,0
9,0.45454545454545325,0.8338587214426141,0.2183232576334508,0.888422976349976,7,1,0,0,0,0
9,0.5454545454545396,0.853009965426073,0.21909492022092603,0.9760505713739798,7,1,0,0,0,0
9,0.6363636363636331,0.8770761304318351,0.21940572783122492,0.9999999999999999,7,1,0,0,0,0
9,0.7272727272727266,0.8958884143447903,0.22332905607572756,0.9999999999999999,7,1,0,0,0,0
9,0.818181818181813,0.914022778116738,0.2267769696715921,0.9999999999999999,7,1,0,0,0,0
9,0.9090909090909065,0.9274117009016338,0.22928595219632128,0.9999999999999999,7,1,0,0,0,0
9,1.0,0.9464104128533659,0.23108088459699397,0.9999999999999999,7,1,0,0,0,0
10,0.0,0.24784760355230157,0.03753541452076571,0.03866735008993885,8,1,0,0,0,0
10,0.09090909090908639,0.28403159107857096,0.04171450989712258,0.0338126192652045,8,1,0,0,0,0
10,0.18181818181817988,0.32233407904548855,0.046785167090918844,0.03333717536651709,8,1,0,0,0,0
10,0.2727272727272734,0.36075520303708225,0.05294538421498289,0.03740034315081911,8,1,0,0,0,0
10,0.36363636363635976,0.3968375025422007,0.06041695583442476,0.03975193079085319,8,1,0,0,0,0
10,0.45454545454545325,0.43371635821300253,0.06951641502174645,0.03708641702461832,8,1,0,0,0,0
10,0.5454545454545396,0.46276523625516924,0.08010261571458945,0.04879300929672521,8,1,0,0,0,0
10,0.6363636363636331,0.48705172530675905,0.09357053546761827,0.046343709763753294,8,1,0,0,0,0
10,0.7272727272727266,0.5138634668836011,0.11007335275985268,0.04471301189409192,8,1,0,0,0,0
10,0.818181818181813,0.5284048539082098,0.1343262540965885,0.04667877348330292,8,1,0,0,0,0
10,0.9090909090909065,0.5221171446003661,0.1557974754060856,0.05326318727645599,8,1,0,0,0,0
10,1.0,0.5614704087858451,0.17933004202939354,0.05648270919306704,8,1,0,0,0,0
11,0.0,0.2849806792759814,0.06314343882761164,0.11465608310858605,14,0,1,0,0,0
11,0.09090909090908639,0.3099959324791541,0.0704886477070241,0.0887876837602267,14,0,1,0,0,0
11,0.18181818181817988,0.33606196190088805,0.07903613655382791,0.09129556012668316,14,0,1,0,0,0
11,0.2727272727272734,0.36324655955528445,0.08902767195558381,0.11039957784516195,14,0,1,0,0,0
11,0.36363636363635976,0.3917531014846452,0.10077397206224374,0.12891678800293074,14,0,1,0,0,0
11,0.45454545454545325,0.4478340451494815,0.1122661376883808,0.15563829629270184,14,0,1,0,0,0
11,0.5454545454545396,0.5128465866720902,0.12484667789518893,0.1372085271008807,14,0,1,0,0,0
11,0.6363636363636331,0.5703342146295167,0.13634557541243197,0.11825015184438242,14,0,1,0,0,0
11,0.7272727272727266,0.6161955121686666,0.15283047827019497,0.12803990346948652,14,0,1,0,0,0
11,0.818181818181813,0.6516676835468782,0.17071666563708057,0.14519216596877893,14,0,1,0,0,0
11,0.9090909090909065,0.682733374008542,0.1875340031440112,0.14929238048201757,14,0,1,0,0,0
11,1.0,0.7110534878991255,0.20260847417217862,0.1685357501479801,14,0,1,0,0,0
12,0.0,0.512185614534608,0.06107880584605139,0.03446832387678589,13,0,0,0,1,0
12,0.09090909090908639,0.5906548708562134,0.06745285556434928,0.052374202051827815,13,0,0,0,1,0
12,0.18181818181817988,0.6496339231238561,0.07355852424187674,0.06911469964674403,13,0,0,0,1,0
12,0.2727272727272734,0.6981052132058845,0.07883668471036201,0.09088986044020421,13,0,0,0,1,0
12,0.36363636363635976,0.7431869025828759,0.08407011500538555,0.12326147206554666,13,0,0,0,1,0
12,0.45454545454545325,0.7840315910785711,0.09004159316252779,0.15471505901943955,13,0,0,0,1,0
12,0.5454545454545396,0.7980984340044743,0.09198048962648708,0.1828656903769581,13,0,0,0,1,0
12,0.6363636363636331,0.8057250355908074,0.09569944570844303,0.1916903139158913,13,0,0,0,1,0
12,0.7272727272727266,0.8233170632499491,0.09384394865290316,0.10851208425696597,13,0,0,0,1,0
12,0.818181818181813,0.8413836350077961,0.07932871661844115,0.21297470760154702,13,0,0,0,1,0
12,0.9090909090909065,0.8557216459901025,0.09181773889034654,0.2719283062319792,13,0,0,0,1,0
12,1.0,0.8686360246762932,0.10046815186628583,0.33910422964035764,13,0,0,0,1,0
13,0.0,0.4071418886855129,0.008550105561951332,0.028712739181853405,16,1,0,0,0,0
13,0.09090909090908639,0.44097010372178175,0.009273191181047084,0.03186563939264239,16,1,0,0,0,0
13,0.18181818181817988,0.4732052064266831,0.010125860112661495,0.03494465094567363,16,1,0,0,0,0
13,0.2727272727272734,0.5033387566944616,0.011037841254286175,0.045819097854332774,16,1,0,0,0,0
13,0.36363636363635976,0.549539014304115,0.012509687612044715,0.09518488295057655,16,1,0,0,0,0
13,0.45454545454545325,0.6053826859195988,0.01613553783794006,0.1399546025447081,16,1,0,0,0,0
13,0.5454545454545396,0.6420751135516236,0.020359743594233093,0.20284583211754806,16,1,0,0,0,0
13,0.6363636363636331,0.6783099450884686,0.024404178783383395,0.28072502118406445,16,1,0,0,0,0
13,0.7272727272727266,0.6634465459968817,0.028685527336273803,0.36300406387582956,16,1,0,0,0,0
13,0.818181818181813,0.4907633380787743,0.033022609685297535,0.39562103752317657,16,1,0,0,0,0
13,0.9090909090909065,0.39039726120263046,0.03512070083660716,0.506526207411262,16,1,0,0,0,0
13,1.0,0.4597823876347367,0.035317155758451124,0.5802404445609727,16,1,0,0,0,0
14,0.0,0.46298556030099663,1.0,0.08790560681553608,15,1,0,0,0,0
14,0.09090909090908639,0.503118432648634,1.0,0.10571573995060245,15,0,1,0,0,0
14,0.18181818181817988,0.5434546810385736,1.0,0.1456836396993419,15,0,1,0,0,0
14,0.2727272727272734,0.5767914039726121,1.0,0.15007372560863905,15,0,1,0,0,0
14,0.36363636363635976,0.6085180665717578,1.0,0.22329851424984093,15,0,1,0,0,0
14,0.45454545454545325,0.6421598535692497,1.0,0.302103244855655,15,0,1,0,0,0
14,0.5454545454545396,0.6734628160802658,1.0,0.3195507756564501,15,0,1,0,0,0
14,0.6363636363636331,0.705138634668836,1.0,0.3560848731727106,15,0,1,0,0,0
14,0.7272727272727266,0.7365263371974782,1.0,0.3157596152716293,15,0,1,0,0,0
14,0.818181818181813,0.776032133414684,1.0,0.3631861639116679,15,0,1,0,0,0
14,0.9090909090909065,0.8034540031184327,1.0,0.37133920021943445,15,0,1,0,0,0
14,1.0,0.8269100399972884,1.0,0.4153248894357466,15,0,1,0,0,0
15,0.0,0.6101450749101756,0.16136161823859851,0.10368824276321668,11,0,0,0,1,0
15,0.09090909090908639,0.7289505796217206,0.16977880809010829,0.1302505602503343,11,0,0,0,1,0
15,0.18181818181817988,0.7780997898447564,0.17786808103997004,0.1888769576689703,11,0,0,0,1,0
15,0.2727272727272734,0.7935224730526744,0.18451677402332303,0.25112720166135627,11,0,0,0,1,0
15,0.36363636363635976,0.8016575147447633,0.1904653056014794,0.2991558807605978,11,0,0,0,1,0
15,0.45454545454545325,0.8001321944274966,0.1954040087835635,0.346914149440029,11,0,0,0,1,0
15,0.5454545454545396,0.8047081553792963,0.1975303917695877,0.37571517857055386,11,0,0,0,1,0
15,0.6363636363636331,0.8091146362958446,0.19931646759591495,0.37645235436238006,11,0,0,0,1,0
15,0.7272727272727266,0.8065724357670667,0.19230608642995037,0.2852779980408566,11,0,0,0,1,0
15,0.818181818181813,0.7918276727001559,0.17905591316133326,0.2696416196849989,11,0,0,0,1,0
15,0.9090909090909065,0.8226730391159922,0.17001464792968532,0.35089283406340155,11,0,0,0,1,0
15,1.0,0.837333062165277,0.16243420306803757,0.4913332881601611,11,0,0,0,1,0
16,0.0,0.14195647752694734,0.09862931680036044,0.014217611580250276,9,1,0,0,0,0
16,0.09090909090908639,0.1916310758592638,0.1040738064188632,0.01769698850977842,9,1,0,0,0,0
16,0.18181818181817988,0.24091587011050103,0.10868584514415625,0.022654198756701747,9,1,0,0,0,0
16,0.2727272727272734,0.2897769642736087,0.11334455980545662,0.026057628828492937,9,1,0,0,0,0
16,0.36363636363635976,0.3388244864754933,0.12018718045585296,0.02887722102361082,9,1,0,0,0,0
16,0.45454545454545325,0.3819741034506136,0.13037868209806958,0.023636665889430915,9,1,0,0,0,0
16,0.5454545454545396,0.41561589044810526,0.14704116374447565,0.026639909033563027,9,1,0,0,0,0
16,0.6363636363636331,0.43993627550674547,0.16833171988336082,0.03157528148394373,9,1,0,0,0,0
16,0.7272727272727266,0.4518507219849502,0.19722186539813535,0.032501959361494415,9,1,0,0,0,0
16,0.818181818181813,0.452935394210562,0.2302000803862721,0.03318637667158472,9,1,0,0,0,0
16,0.9090909090909065,0.45846044335977226,0.2726572006232065,0.03748570877127863,9,1,0,0,0,0
16,1.0,0.48633990915870123,0.3190646213992409,0.045928461068926243,9,1,0,0,0,0
17,0.0,0.2615415904006509,0.05335430746077012,0.004618442965667165,6,1,0,0,0,0
17,0.09090909090908639,0.28699749169547834,0.058317120206350125,0.006513634449670444,6,1,0,0,0,0
17,0.18181818181817988,0.31262287302555763,0.064901334644658,0.0053670832152219565,6,1,0,0,0,0
17,0.2727272727272734,0.33809572232391033,0.07315570666476705,0.008086187088618482,6,1,0,0,0,0
17,0.36363636363635976,0.34672225611822943,0.07760622473368975,0.01049220559170589,6,1,0,0,0,0
17,0.45454545454545325,0.37812690665039655,0.0844148728173419,0.014822294277647283,6,1,0,0,0,0
17,0.5454545454545396,0.40458274015321,0.10109911569313712,0.014987017573163713,6,1,0,0,0,0
17,0.6363636363636331,0.4171242627618467,0.11330179775962719,0.01791514800762884,6,1,0,0,0,0
17,0.7272727272727266,0.35822995051182976,0.12858191576028496,0.018380192705692883,6,1,0,0,0,0
17,0.818181818181813,0.36822927259168875,0.13556818736275367,0.010445877602980713,6,1,0,0,0,0
17,0.9090909090909065,0.40270151176191454,0.15568486719439567,0.00965935690470409,6,1,0,0,0,0
17,1.0,0.4403260795878246,0.18631222082099053,0.008890664815389745,6,1,0,0,0,0
18,0.0,0.2680835197613722,0.10363589802067276,0.00599144039587023,69,0,0,1,0,0
18,0.09090909090908639,0.3011151786319572,0.1176968280483706,0.009077399070970528,69,0,0,1,0,0
18,0.18181818181817988,0.33584163785506077,0.1347185153527612,0.012036578892546824,69,0,0,1,0,0
18,0.2727272727272734,0.3697376449054302,0.1543203508878586,0.013284660239583228,69,0,0,1,0,0
18,0.36363636363635976,0.2833367229340384,0.16529129816773272,0.008493128758488663,69,0,0,1,0,0
18,0.45454545454545325,0.12916073486543284,0.1547349995958489,0.013357133030344876,69,0,0,1,0,0
18,0.5454545454545396,0.46366348044200406,0.16130760655414347,0.018040181713787247,69,0,0,1,0,0
18,0.6363636363636331,0.5137787268659753,0.18589368058790903,0.02083674434182733,69,0,0,1,0,0
18,0.7272727272727266,0.5457935055250491,0.22566558141667498,0.020761799326815388,69,0,0,1,0,0
18,0.818181818181813,0.5581824961019592,0.26218481585673686,0.023208293288815695,69,0,0,1,0,0
18,0.9090909090909065,0.5618771608704496,0.28776477197973555,0.030829918892805837,69,0,0,1,0,0
18,1.0,0.6122296793437734,0.31471807861853,0.06930742810967074,69,0,0,1,0,0
19,0.0,0.25293200460985704,0.11068606667593159,0.04384043934083352,23,1,0,0,0,0
19,0.09090909090908639,0.28521795132533384,0.11853299154597764,0.050447340671426394,23,1,0,0,0,0
19,0.18181818181817988,0.3227577791336182,0.1282329533120232,0.05452119181151144,23,1,0,0,0,0
19,0.2727272727272734,0.35929767473391644,0.1403519899541398,0.059643934167331464,23,1,0,0,0,0
19,0.36363636363635976,0.39743068266558207,0.15568374894005912,0.06791281260241006,23,1,0,0,0,0
19,0.45454545454545325,0.43651277879465805,0.17668091987120876,0.07258565068582717,23,1,0,0,0,0
19,0.5454545454545396,0.4976272795064742,0.20555348642781282,0.10009708151604102,23,1,0,0,0,0
19,0.6363636363636331,0.531930038641448,0.23976840125181975,0.11114216489703077,23,1,0,0,0,0
19,0.7272727272727266,0.5205579282760491,0.2774872094837786,0.0730436049699845,23,1,0,0,0,0
19,0.818181818181813,0.48471290082028345,0.3161483482800559,0.06839244167134856,23,1,0,0,0,0
19,0.9090909090909065,0.4450037285607757,0.3549334120219089,0.0796725195244325,23,1,0,0,0,0
19,1.0,0.45473188258423164,0.3944369765400779,0.08475940286961854,23,1,0,0,0,0
20,0.0,0.7652193071656159,0.3293387173067546,0.5236367024059998,18,0,1,0,0,0
20,0.09090909090908639,0.7857263914310895,0.3790914182956457,0.5764799299260734,18,0,1,0,0,0
20,0.18181818181817988,0.8084367161548369,0.4232780083243915,0.6222515904212474,18,0,1,0,0,0
20,0.2727272727272734,0.8225035590807404,0.4642937434516948,0.7452823820421811,18,0,1,0,0,0
20,0.36363636363635976,0.8352145617246289,0.49705262403426187,0.8814855344573417,18,0,1,0,0,0
20,0.45454545454545325,0.8577554064131245,0.5308663986626639,0.9999999999999999,18,0,1,0,0,0
20,0.5454545454545396,0.884024811877161,0.5623005280629015,0.9999999999999999,18,0,1,0,0,0
20,0.6363636363636331,0.9026676157548641,0.5924441919587679,0.9999999999999999,18,0,1,0,0,0
20,0.7272727272727266,0.9211409395973156,0.6365884448783321,0.9999999999999999,18,0,1,0,0,0
20,0.818181818181813,0.9323266219239374,0.6764506559273173,0.9999999999999999,18,0,1,0,0,0
20,0.9090909090909065,0.9519863060131517,0.7121548395116462,0.9999999999999999,18,0,1,0,0,0
